,listing_id,description,host_id,neighbourhood_full,coordinates,room_type,price,number_of_reviews,reviews_per_month,availability_365,rating,number_of_stays,listing_added
1224,6939024,Chic 1 BR in East Village,34930811.0,"Manhattan, East Village","(40.72517, -73.98742)",Entire place,195$,15,0.31,0,4.466845319066546,18.0,2015-06-02
1225,25370919,"Spacious, Luxury Apartment in Brooklyn",30224403.0,"Brooklyn, Boerum Hill","(40.68773, -73.98778)",Entire place,175$,9,0.68,6,4.663401680135721,10.8,2018-10-06
1226,14989532,East Harlem: Spacious 3BR,23208658.0,"Manhattan, East Harlem","(40.79853, -73.94143000000003)",Entire place,270$,70,2.06,255,3.042065259480893,84.0,2018-12-11
1227,10000070,Spacious Large Private Room By Pr.  Park w Aircon,51372003.0,"Brooklyn, Flatbush","(40.64881, -73.96724)",Private Room,55$,5,0.12,213,4.988461897680524,6.0,2017-02-07
1228,8014315,Cozy Victorian Hideaway in Bushwick,259826.0,"Brooklyn, Bushwick","(40.69312, -73.9236)",Private Room,50$,1,0.02,0,4.079848831302414,1.2,2015-04-04
1229,30651242,"Modern, Luxury Style, private balcony/City view!",193709.0,"Brooklyn, Greenpoint","(40.73506, -73.954)",Entire place,150$,2,0.32,15,3.2888964944273984,2.4,2018-11-06
1230,35196787,Great Astoria Apartment,40436170.0,"Queens, Astoria","(40.76728, -73.90781)",Entire place,95$,5,5.0,65,3.311483270909185,6.0,2019-01-01
1231,28081782,Private room w/attached bath in hot of Flushing,205745676.0,"Queens, Flushing","(40.75806, -73.82005)",Private Room,85$,24,2.31,341,3.2140657084018467,28.8,2018-12-11
1232,25444327,My Upper West Side Studio,4493803.0,"Manhattan, Upper West Side","(40.78105, -73.98151)",Entire place,125$,2,0.18,67,3.700089649765197,2.4,2018-05-27
1233,28109059,Private Room in Prime Crown Heights Location!,103411445.0,"Brooklyn, Crown Heights","(40.67613, -73.94578)",Private Room,59$,25,3.07,60,3.984395359875585,30.0,2018-12-20
1234,12611122,"Styled, Spacious Ft Greene Studio",6444711.0,"Brooklyn, Fort Greene","(40.68672, -73.97555)",Entire place,150$,7,0.19,0,4.829231619516138,8.4,2016-11-09
1235,27836216,Sunny Room in modern building in Bushwick,13098292.0,"Brooklyn, Bushwick","(40.69961, -73.93138)",Private Room,55$,4,0.39,0,4.199284105515226,4.8,2018-03-18
1236,1428359,Comfy Park Slope 1 BR Apt Near Prospect Park,7681637.0,"Brooklyn, South Slope","(40.66453, -73.97912)",Entire place,175$,62,1.46,213,4.338245164518692,74.39999999999998,2018-11-06
1237,11641258,Classic Loft in Gramercy/Flatiron - Amazing Value,61719199.0,"Manhattan, Flatiron District","(40.73955, -73.98568)",Entire place,275$,4,0.1,0,4.069298521018454,4.8,2017-06-28
1238,7637901,"Perfect location, 15 min.Manhattan",39835878.0,"Queens, Ditmars Steinway","(40.77648, -73.90987)",Private Room,70$,13,0.28,219,3.4360423901991677,15.6,2016-05-15
1239,13332001,Beautiful Room in Brooklyn Apartment,75458749.0,"Brooklyn, Flatbush","(40.64107, -73.95325)",Private Room,50$,3,0.08,0,4.091360483537159,3.6,2016-01-31
1240,24266025,Private Room in The Heart of Manhattan,182989727.0,"Manhattan, Chelsea","(40.74579, -73.9909)",Private Room,70$,8,0.54,0,4.451683240246348,9.6,2018-11-06
1241,21120246,"Positive Vibes, Bushwick Living - Entire Apartment",6378149.0,"Brooklyn, Bushwick","(40.69883, -73.91583)",Entire place,115$,1,0.09,0,3.729066476004857,1.2,2018-02-04
1242,828553,Location AND Space in the city!!,3882661.0,"Manhattan, Gramercy","(40.7349, -73.98549)",Entire place,130$,26,0.41,23,4.701027512111095,31.2,2018-12-18
1243,31122836,Luxury Union Square Loft (3000 sq ft),22997536.0,"Manhattan, Chelsea","(40.73732, -73.99033)",Private Room,200$,2,0.32,0,4.213088537427385,2.4,2018-09-05
1244,6239508,Brooklyn New York City - JFK/LGA,32384960.0,"Brooklyn, Cypress Hills","(40.68465, -73.8684)",Entire place,130$,94,1.92,0,3.3600131726912723,112.8,2018-12-18
1245,21994769,EXPERIENCE NYC The Brooklyn Way Private 2 bedrooms,160601986.0,"Brooklyn, Mill Basin","(40.61224, -73.91854000000002)",Entire place,85$,25,1.3,139,3.686675056211942,30.0,2018-12-27
1246,5803068,AFFORDABLE COZY PRIVATE ROOM,16151285.0,"Bronx, Williamsbridge","(40.8789, -73.84855)",Private Room,45$,27,0.55,325,4.313047869360691,32.4,2017-06-28
1247,27032162,"Private big one bedroom apt, Brooklyn,NY",203397896.0,"Brooklyn, Brownsville","(40.66648, -73.91375)",Entire place,98$,40,4.15,223,3.5807432408310764,48.0,2018-12-19
1248,19574956,Cozy Bedstuy Room,14163206.0,"Brooklyn, Bedford-Stuyvesant","(40.68301, -73.94757)",Private Room,45$,6,0.25,0,3.4910864927402105,7.1999999999999975,2017-06-25
1249,28162058,Garden Loft Manhattan Apartment,4562182.0,"Manhattan, Harlem","(40.81084, -73.94481999999998)",Entire place,225$,9,0.95,326,4.776078689790209,10.8,2018-12-17
1250,30438391,Newly built stylish retreat. A couple's haven...,137358866.0,"Queens, Maspeth","(40.73998, -73.90113000000002)",Private Room,63$,1,0.43,251,3.2557821069097077,1.2,2018-10-26
1251,6437262,"Cozy private room, close to the subway & beach",33605594.0,"Brooklyn, Sheepshead Bay","(40.59225, -73.95026)",Private Room,75$,8,0.26,311,4.9329201752810325,9.6,2018-11-09
1252,12345354,Tidy relaxing and sunny bedroom,921269.0,"Manhattan, East Harlem","(40.79711, -73.93647)",Private Room,60$,27,0.69,0,4.192923171870085,32.4,2016-06-05
1253,12955453,Private room in Upper East Side,62172448.0,"Manhattan, Upper East Side","(40.76635, -73.95683000000002)",Private Room,60$,1,0.03,0,3.0569878622020803,1.2,2016-01-30
1254,18729461,Studio in Upper East Side,108546781.0,"Manhattan, Upper East Side","(40.77958, -73.95025)",Entire place,75$,5,0.2,1,3.4098478514279864,6.0,2018-02-19
1255,182095,Historic classic central cozy Village clean NYU,872805.0,"Manhattan, West Village","(40.73631, -73.99977)",Entire place,199$,66,0.69,89,4.24854282659066,79.2,2018-10-24
1256,18354821,Quiet and cozy,832695.0,"Queens, Astoria","(40.7648, -73.92081)",Private Room,50$,6,0.23,0,4.5683766986496455,7.1999999999999975,2018-04-26
1257,33310428,Confortable y limpio,250896604.0,"Manhattan, Washington Heights","(40.85487, -73.92759000000002)",Private Room,32$,26,8.48,280,3.4850516702193763,31.2,2018-12-28
1258,15095439,Comfortable Harlem NYC 1 Bedroom Near Trains,43299076.0,"Manhattan, Harlem","(40.82367, -73.93762)",Entire place,105$,3,0.09,0,4.5773415550964085,3.6,2017-02-07
1259,296345,E Williamsburg Apartment with Yard,496164.0,"Brooklyn, Williamsburg","(40.71143, -73.94159)",Private Room,75$,98,1.07,264,4.341804521163395,117.6,2018-11-25
1260,27022896,"2bedroom in East Harlem, few blocks from 6 train",50169207.0,"Manhattan, East Harlem","(40.79371, -73.93995)",Entire place,100$,3,0.28,67,4.650524402414844,3.6,2018-12-18
1261,34320892,Splendid Upper E. Side LOFT Central Park 4BEDs/2BA,257869899.0,"Manhattan, Upper East Side","(40.77566, -73.9484)",Entire place,380$,3,2.05,123,3.0320721711021745,3.6,2018-12-02
1262,2044873,Bushwick Artist Loft - Awesome Room,3886532.0,"Brooklyn, Bushwick","(40.70781, -73.92184)",Private Room,79$,89,1.39,310,4.672501732804507,106.8,2018-10-19
1263,5693978,1 large bedroom apartment available,29518961.0,"Manhattan, Upper West Side","(40.77937, -73.97805)",Entire place,120$,1,0.02,0,3.1398278481337023,1.2,2014-09-16
1264,23256946,Cozy Studio by the Park,3732261.0,"Brooklyn, Prospect-Lefferts Gardens","(40.66179, -73.95879000000002)",Entire place,75$,2,0.12,0,4.175057236279413,2.4,2018-07-14
1265,22274388,Large Bedroom/Living Room/Bathroom and Backyard,77751221.0,"Brooklyn, Crown Heights","(40.67423, -73.92913)",Private Room,90$,16,0.87,0,4.3735845497423895,19.2,2018-12-12
1266,29924001,"Spacious 1-Bedroom in Brooklyn, PLG",94646666.0,"Brooklyn, Prospect-Lefferts Gardens","(40.65897, -73.94163)",Entire place,70$,7,0.93,0,4.579844736636819,8.4,2018-12-10
1267,235651,LARGE ARTSY Room w/ Loft Bed 4 DOOGLERS!,83257.0,"Manhattan, West Village","(40.74, -74.00381)",Private Room,130$,80,0.86,332,3.4326697982323187,96.0,2018-10-21
1268,8052841,"Bright, spacious, midtown studio",39084892.0,"Manhattan, Midtown","(40.75512, -73.96826)",Entire place,150$,15,0.32,0,3.9190410967280616,18.0,2016-06-30
1269,125053,⚡Quiet Gem w/roof deck on NY's Hottest Street⚡,622460.0,"Manhattan, East Village","(40.72533, -73.99143000000002)",Entire place,395$,70,0.73,170,3.0124070212386638,84.0,2018-12-26
1270,5628539,3 B   GREAT 1BR APT IN NEW YORK CITY,24715671.0,"Manhattan, Midtown","(40.74197, -73.98373000000002)",Entire place,209$,14,0.28,0,3.641044130665075,16.8,2017-12-05
1271,2079686,Sunny apt with Backyard,7624316.0,"Brooklyn, Bushwick","(40.7018, -73.91823000000002)",Entire place,60$,14,0.21,0,3.5567835663373506,16.8,2016-08-17
1272,25519673,Private Room with Skyline View in Doorman Building,91392933.0,"Manhattan, Midtown","(40.75405, -73.97291)",Private Room,249$,29,2.2,41,4.243647520266416,34.8,2018-12-26
1273,1332473,2 BED ROOM APT. IN A PRIVATE HOUSE,7027562.0,"Queens, Queens Village","(40.72512, -73.73986)",Private Room,80$,5,0.07,363,3.864921819410757,6.0,2018-12-26
1274,9278786,Great  2br East Village Apartment,1449710.0,"Manhattan, East Village","(40.72404, -73.98838)",Entire place,200$,2,0.05,0,3.5193011686113254,2.4,2015-06-09
1275,9607995,Cozy 3 BD in NYC's East Village,45100854.0,"Manhattan, East Village","(40.72401, -73.98061)",Private Room,75$,4,0.09,0,4.7183252505788875,4.8,2016-08-19
1276,18783614,Oversized sun drenched loft in trendy Williamsburg,1156763.0,"Brooklyn, Williamsburg","(40.71364000000001, -73.96446999999998)",Entire place,250$,37,2.35,174,4.6757389708739625,44.4,2018-12-03
1277,17618903,One Bedroom In New Luxury Building,95921812.0,"Brooklyn, Gowanus","(40.67873, -73.98976)",Entire place,95$,3,0.11,0,3.858464340818321,3.6,2017-03-14
1278,12004744,Spacious Lower Manhattan Apt!,18978289.0,"Manhattan, Two Bridges","(40.71127, -73.99838000000003)",Entire place,159$,3,0.11,0,4.816124696289165,3.6,2017-03-21
1279,24151964,Harlem guest room!  Welcome to New York,7941100.0,"Manhattan, Harlem","(40.81468, -73.93735)",Private Room,65$,1,0.07,156,3.7817217254317854,1.2,2017-11-23
1280,25935054,LUXURY On The Lower East Side,4132784.0,"Manhattan, Lower East Side","(40.71896, -73.986)",Entire place,375$,3,0.31,8,4.405662662879911,3.6,2018-06-11
1281,20057317,Cozy well decorated/located studio in Astoria,60370951.0,"Queens, Astoria","(40.77297, -73.92253000000002)",Entire place,110$,33,1.49,305,3.8887321349071615,39.6,2018-12-15
1282,19475058,Spacious Chinatown Loft,12038925.0,"Manhattan, Chinatown","(40.71585, -73.99171)",Entire place,250$,15,0.63,0,4.5180403369969415,18.0,2018-02-20
1283,219066,"Wonderful Studio In Brooklyn, NY!!!",447754.0,"Brooklyn, Bensonhurst","(40.61922, -73.99399)",Entire place,110$,24,0.26,183,3.2690593472526563,28.8,2018-07-16
1284,12713863,Private Bedroom #2,66269338.0,"Queens, Jackson Heights","(40.74776, -73.88826999999998)",Private Room,50$,70,1.82,345,3.8374157575946164,84.0,2018-01-20
1285,7603716,Zen Private Bedroom in Brooklyn Gem,10831168.0,"Brooklyn, Fort Hamilton","(40.61926, -74.03272)",Private Room,70$,15,0.39,22,3.988349477610042,18.0,2018-12-25
1286,20014141,UWS. Beautiful 1brm apartment w/ king size bed,54498900.0,"Manhattan, Upper West Side","(40.79271, -73.97272)",Entire place,170$,4,0.17,0,4.355416433731409,4.8,2017-06-28
1287,34981452,The Sahara,10415735.0,"Queens, Howard Beach","(40.66162, -73.85598)",Entire place,200$,2,2.0,365,4.7096027965658624,2.4,2018-12-19
1288,13463768,"Spacious, Affordable 1BR Apartment in Brooklyn",23121273.0,"Brooklyn, East Flatbush","(40.64286, -73.94839)",Entire place,75$,8,0.22,0,3.055358106233247,9.6,2018-10-05
1289,1939283,Wyckoff Street Garden Apartment,7329934.0,"Brooklyn, Gowanus","(40.68437, -73.98654)",Entire place,130$,36,0.53,224,3.8934602200178365,43.2,2018-12-24
1290,35646737,"Private Cabins @ Chelsea, Manhattan",117365574.0,"Manhattan, Chelsea","(40.74946, -73.99627)",Private Room,85$,1,1.0,261,4.951713726795019,1.2,2018-12-17
1291,34477772,"cosy room, high ceiling  and private bathroom",22577148.0,"Brooklyn, Bedford-Stuyvesant","(40.69621, -73.93467)",Private Room,130$,3,1.53,136,4.655094268153081,3.6,2018-12-11
1292,10545027,Clinton Hill - pied-à-terre,54378184.0,"Brooklyn, Clinton Hill","(40.68895, -73.96489)",Entire place,220$,13,0.31,354,4.3266652525252685,15.6,2018-12-03
1293,36344079,The Little Castle in Astoria,3867848.0,"Queens, Astoria","(40.76887, -73.91128)",Private Room,150$,1,1.0,165,3.636311094116897,1.2,2018-12-29
1294,22293394,Hippie 1 Bedroom in Chinatown,48086015.0,"Manhattan, Chinatown","(40.71532, -73.99903)",Entire place,150$,2,0.11,0,3.948047603168904,2.4,2017-06-15
1295,14991887,Brownstone Apartment on Tree Lined Street,94513501.0,"Brooklyn, Bedford-Stuyvesant","(40.68664, -73.93849)",Entire place,100$,33,2.12,166,3.8771506816741135,39.6,2018-12-18
1296,19069305,"Quiet, cozy room just across the Brooklyn Museum",10402380.0,"Brooklyn, Prospect Heights","(40.67245, -73.96358000000002)",Private Room,50$,144,5.65,0,4.7551741733378465,172.79999999999995,2018-12-27
1297,31626307,Bright and Airy Freeman Street loft,513839.0,"Brooklyn, Greenpoint","(40.73444, -73.95658)",Entire place,120$,3,0.53,209,4.88291823690532,3.6,2018-11-08
1298,30585355,Hollywood Inn,229431423.0,"Brooklyn, Crown Heights","(40.6737, -73.91608000000002)",Private Room,100$,1,0.16,89,4.412252246575541,1.2,2018-07-03
1299,11305815,Fourth of July getaway,59105771.0,"Manhattan, Inwood","(40.86083, -73.92626)",Entire place,140$,5,0.13,8,4.223307771588944,6.0,2016-06-23
1300,3058087,Fully Furnished Luk Room including Air Conditiner!,5986790.0,"Manhattan, Washington Heights","(40.83568, -73.94457)",Private Room,40$,2,0.15,130,3.1033230122159106,2.4,2018-12-11
1301,21313960,EPIC HOME. PRIVATE EVERYTHING. (East Village),154266431.0,"Manhattan, East Village","(40.72535, -73.98244)",Private Room,121$,51,2.42,0,3.1643575796322367,61.2,2018-03-27
1302,65268,Share a HOME - $75 for 1 bdrm/++ for 2 - Brooklyn,319092.0,"Brooklyn, Bedford-Stuyvesant","(40.68276, -73.95264)",Private Room,75$,64,0.67,68,4.842615116611602,76.8,2018-07-02
1303,14055341,Cozy Private Room in LIC close to Everywhere in NY,25537819.0,"Queens, Long Island City","(40.74604, -73.94194)",Private Room,70$,13,0.36,0,3.400519917958801,15.6,2018-02-18
1304,24284701,HEART WILLIAMSBURG - PRIVATE TERRRACE AND BATHROOM,101457588.0,"Brooklyn, Williamsburg","(40.70705, -73.94976)",Private Room,70$,1,0.07,0,4.437000739379379,1.2,2017-11-28
1305,15133087,Bright room in Brooklyn historic district,17840677.0,"Brooklyn, Crown Heights","(40.67019000000001, -73.9318)",Private Room,50$,77,2.3,3,3.657808893864759,92.4,2018-12-18
1306,34510977,"Hip, lofty apt in historic townhouse w backyard",831185.0,"Brooklyn, Crown Heights","(40.67958, -73.96226999999998)",Entire place,305$,1,1.0,179,3.455991813608315,1.2,2018-12-19
1307,9748012,"Lovely, 2BR sun filled apartment",9895399.0,"Brooklyn, Greenpoint","(40.72484, -73.9472)",Entire place,100$,1,0.02,0,3.152228247317319,1.2,2015-07-02
1308,20139611,"R#1Very nice, comfortable, quiet and peaceful room",95958773.0,"Brooklyn, Brighton Beach","(40.57717, -73.9608)",Private Room,95$,7,0.32,342,4.833373812799429,8.4,2018-12-22
1309,35430128,Upper West Side Sweet&Cozy STUDIO,266641882.0,"Manhattan, Upper West Side","(40.79836, -73.96784)",Entire place,135$,7,7.0,94,3.690865062505064,8.4,2018-12-23
1310,7435577,Comfy Modern Bklyn 1BR + Guest BR,28460565.0,"Brooklyn, Bedford-Stuyvesant","(40.67988, -73.92831)",Entire place,135$,6,0.13,0,3.272298528134524,7.1999999999999975,2015-06-03
1311,33590374,QUIET 1BR apartment CLOSE to EVERYTHING,127562833.0,"Manhattan, Hell's Kitchen","(40.76386, -73.98901)",Entire place,195$,11,5.08,14,3.2079281467835434,13.2,2018-12-30
1312,24172522,Room with a view,72923342.0,"Manhattan, Upper West Side","(40.77101, -73.98481)",Entire place,110$,7,0.46,0,3.6241366857542703,8.4,2017-10-23
1313,25028952,Charming studio in Brooklyn,178038608.0,"Brooklyn, Clinton Hill","(40.69365, -73.96511)",Entire place,110$,2,0.14,125,4.579764342622956,2.4,2018-01-14
1314,5883159,Beautiful One-Bedroom Apartment  Near Central Park,436365.0,"Manhattan, Upper East Side","(40.76813, -73.95354)",Entire place,144$,17,0.35,0,4.546410046677742,20.4,2017-11-18
1315,26194075,Zen Den in X's Square!,2258341.0,"Manhattan, Hell's Kitchen","(40.76113, -73.99185)",Private Room,155$,9,0.8,103,4.817010187728162,10.8,2018-12-10
1316,3914962,Beautiful Prvt Rm  w. NEW 1/2 Bth,20278196.0,"Brooklyn, East Flatbush","(40.66165, -73.92536)",Private Room,95$,7,0.13,365,3.2462892388895015,8.4,2018-04-09
1317,27551807,The St Marks: A large 7 bedroom 15 mins to Manhtan,5589082.0,"Brooklyn, Crown Heights","(40.67578, -73.94159)",Entire place,689$,18,1.61,340,4.995201004603448,21.6,2018-11-17
1318,35507981,Experience the Passion of Hospitality,267033835.0,"Brooklyn, East New York","(40.66302, -73.86081999999998)",Entire place,60$,1,1.0,94,3.537432929428712,1.2,2018-12-12
1319,19974905,Esteem's Place,141615596.0,"Bronx, Parkchester","(40.83805, -73.85866999999998)",Shared room,26$,18,0.78,342,3.9949091022491903,21.6,2018-10-18
1320,6576327,"manhattan uptown 2/b, excellent for big family",33680030.0,"Manhattan, Harlem","(40.82033, -73.95631999999998)",Entire place,120$,3,0.06,0,4.286499003500748,3.6,2015-01-22
1321,5466630,588A Brownstone Hospitality,28183109.0,"Brooklyn, Bedford-Stuyvesant","(40.68481, -73.93186999999998)",Entire place,119$,83,1.58,217,4.225866625966409,99.6,2018-12-11
1322,26122874,Sparkling Pad near Times Square HK -w- Full Bed,501343.0,"Manhattan, Hell's Kitchen","(40.76361, -73.98846999999998)",Private Room,155$,3,0.24,0,4.4212745327462,3.6,2018-11-24
1323,35707945,The Heartbeat of Harlem,104151293.0,"Manhattan, East Harlem","(40.80921, -73.94019)",Entire place,160$,1,1.0,26,3.776042771229875,1.2,2018-12-25
1324,19911620,Long Stay at Central Park West,36565683.0,"Manhattan, Upper West Side","(40.80013, -73.95998)",Entire place,150$,4,0.17,64,3.2872203284848505,4.8,2018-09-17
1325,2739978,Spacious Downtown Apartment,14020493.0,"Manhattan, Greenwich Village","(40.73085, -73.99421)",Entire place,265$,6,0.1,29,3.391795216125039,7.1999999999999975,2018-04-08
1326,193853,Quiet Chelsea Studio w/Charm,48599.0,"Manhattan, Chelsea","(40.74033, -74.00024)",Entire place,149$,23,0.27,0,3.8642490059975465,27.6,2017-11-15
1327,4853647,Modern & luxurious close to trains,6162041.0,"Queens, Ozone Park","(40.68559000000001, -73.8496)",Entire place,99$,129,2.33,344,4.963208327897752,154.79999999999995,2018-12-25
1328,20914711,Two Bedroom Pied A Terre,9215509.0,"Brooklyn, Clinton Hill","(40.68939, -73.96474)",Entire place,250$,6,0.28,354,3.3236960958739874,7.1999999999999975,2018-10-05
1329,32773207,Immersive Chelsea's Art House! Great Location!!,246456163.0,"Manhattan, Chelsea","(40.74996, -73.99488000000002)",Entire place,149$,9,3.03,151,4.247243701188221,10.8,2018-12-13
1330,27030230,Ground Floor Retreat near BKLYN Children’s Museum,1494238.0,"Brooklyn, Crown Heights","(40.6726, -73.93992)",Entire place,135$,24,2.44,246,3.836358906513984,28.8,2018-12-25
1331,68765,Designer 2.5 BR Loft in Carroll Gardens by Subway,282655.0,"Brooklyn, Carroll Gardens","(40.67817, -73.99495)",Entire place,250$,106,1.34,272,4.99484147652454,127.2,2018-12-22
1332,24699629,Brooklyn Leisure Lounge,5160639.0,"Brooklyn, Bushwick","(40.70434, -73.91935)",Entire place,190$,19,2.18,2,3.2864240317413183,22.8,2018-12-11
1333,30243242,Bedstuy Pad with Luxury and artistic touch!,133687324.0,"Brooklyn, Bedford-Stuyvesant","(40.6932, -73.94896999999997)",Entire place,250$,4,0.55,0,3.3594457879176947,4.8,2018-07-15
1334,26534838,Large Studio in the heart of West Village,5225042.0,"Manhattan, West Village","(40.73429, -74.00487)",Entire place,150$,6,0.52,0,3.7225281393756657,7.1999999999999975,2018-09-19
1335,32986796,Furnished private room 5 minutes from Subway,141547523.0,"Manhattan, Harlem","(40.82943, -73.9469)",Private Room,50$,13,3.42,65,4.310950981375078,15.6,2018-12-10
1336,34173579,Quiet and cozy 1 bedroom apartment,78261482.0,"Manhattan, Hell's Kitchen","(40.76085, -73.99221999999997)",Entire place,168$,2,1.13,4,3.4922889986254138,2.4,2018-12-26
1337,5571405,Beautiful MASTER BEDROOM East side C7,20559017.0,"Manhattan, Upper East Side","(40.76324, -73.96251)",Private Room,75$,8,0.16,303,4.770204644567987,9.6,2018-03-18
1338,32528831,Private Rooftop UWS Cozy Apartment,244438661.0,"Manhattan, Upper West Side","(40.7966, -73.97428000000002)",Private Room,125$,1,0.35,0,4.190648698428275,1.2,2018-10-09
1339,14055238,Spacious Prospect Park Garden Apt,84303682.0,"Brooklyn, Park Slope","(40.67003, -73.97399999999998)",Entire place,240$,144,4.04,217,4.146432806095008,172.79999999999995,2018-12-25
1340,637716,"NOLITA, Home Sweet Home in NYC",3181665.0,"Manhattan, Nolita","(40.72095, -73.99401)",Entire place,160$,2,0.02,0,3.2978369980573032,2.4,2012-09-28
1341,31253968,Small Room In NY,303939.0,"Staten Island, Tompkinsville","(40.63584, -74.08542)",Private Room,35$,12,2.02,299,3.4791884818817205,14.4,2018-12-19
1342,11940117,1BR Bright & Spacious in West Harlem,27488921.0,"Manhattan, Harlem","(40.80403, -73.95427)",Entire place,148$,44,1.12,280,3.1487167527154023,52.8,2018-12-18
1343,29180542,Newly renovated duplex home in Central Harlem,219879114.0,"Manhattan, Harlem","(40.81182, -73.94331)",Entire place,159$,26,3.05,343,4.732621186564441,31.2,2018-12-04
1344,1264695,Classy Penthouse with Amazing View!,2737373.0,"Manhattan, Chelsea","(40.74984, -73.99481999999998)",Entire place,595$,106,1.51,247,3.1577968235507368,127.2,2018-12-13
1345,1306966,Beautiful 1BR: Heart of the Village,5444717.0,"Manhattan, Greenwich Village","(40.72805, -73.99871)",Entire place,175$,2,0.03,0,3.0771473642739844,2.4,2016-03-01
1346,9824613,Studio near GramercyPark w/ Kitchen,50601765.0,"Manhattan, Kips Bay","(40.74195, -73.98241999999998)",Entire place,120$,4,0.11,0,3.381469202447284,4.8,2016-03-02
1347,34209682,Stunning 2Bedroom Apartment in LES Hot Spot,257973120.0,"Manhattan, Lower East Side","(40.72138, -73.98543000000002)",Entire place,120$,3,1.76,284,4.539481556098653,3.6,2018-12-25
1348,15603347,Comfortable room in a chic and modern house,515095.0,"Brooklyn, Carroll Gardens","(40.67855, -74.00075)",Private Room,79$,74,2.24,45,4.8068685311138015,88.8,2018-12-26
1349,27139685,"SofaBed-Hell's Kitchen, Heart of Manhattan",204335117.0,"Manhattan, Hell's Kitchen","(40.76391, -73.99325)",Shared room,39$,44,4.0,31,3.3366197918348486,52.8,2018-12-27
1350,23918528,Serene Central Park Getaway,20585393.0,"Manhattan, Upper West Side","(40.80091, -73.95912)",Private Room,64$,4,0.26,0,4.248212113316045,4.8,2017-11-22
1351,3942731,Top Floor Doorman Apt-Water Views,2555556.0,"Manhattan, Battery Park City","(40.70797, -74.01693)",Entire place,225$,7,0.12,0,4.956300758891333,8.4,2015-06-27
1352,32109093,1-Bedroom in Cute Greenwich Village Walk-up,50544293.0,"Manhattan, Greenwich Village","(40.73028, -74.00015)",Entire place,220$,4,0.85,29,4.835428919209485,4.8,2018-11-13
1353,12973819,"Huge 1BR 5 min to Park, Train",71402091.0,"Brooklyn, Flatbush","(40.65421, -73.95945)",Entire place,90$,7,0.18,0,4.555462626432785,8.4,2018-10-18
1354,495348,Classic Brooklyn Brownstone,2389885.0,"Brooklyn, Fort Greene","(40.69011, -73.97691)",Entire place,160$,2,0.03,34,4.66550661148421,2.4,2012-09-25
1355,13951959,Newly Renovated Clinton Hill Duplex,66051630.0,"Brooklyn, Clinton Hill","(40.68265, -73.96631)",Entire place,325$,80,2.21,92,4.923008001401647,96.0,2018-12-17
1356,30910732,"Spacious bright 4 bedrm Manhattan home, elevator!",59051417.0,"Manhattan, East Harlem","(40.79611, -73.94906)",Entire place,750$,5,0.78,249,4.6250217549330666,6.0,2018-11-30
1357,890839,"Spacious, duplex townhouse w large garden oasis",831185.0,"Brooklyn, Crown Heights","(40.68015, -73.96299)",Entire place,295$,8,0.11,365,3.1638231252163482,9.6,2018-11-22
1358,12740726,Gorgeous new apartment with amazing views,11526146.0,"Brooklyn, Williamsburg","(40.7119, -73.94638)",Entire place,225$,19,0.85,0,3.598950876783243,22.8,2018-05-29
1359,34142214,"Cozy home, away from home. 15 mins from downtown.",196476281.0,"Bronx, Concourse","(40.83197, -73.9212)",Private Room,45$,4,1.71,318,3.108894906350552,4.8,2018-11-26
1360,23088623,Stylish Modern Garden Bedroom w/ensuite bathroom,47104818.0,"Brooklyn, Bedford-Stuyvesant","(40.69181, -73.9331)",Private Room,99$,16,1.24,360,4.207522941196928,19.2,2018-12-13
1361,30179548,GREENWICH Village Noho Luxury RooftopJuly4Th view,226715173.0,"Manhattan, East Village","(40.72828, -73.98823)",Entire place,125$,1,0.75,365,3.340256883525752,1.2,2018-11-24
1362,20828460,Midtown Apt. with a great view and everything near,149409298.0,"Manhattan, Hell's Kitchen","(40.76697, -73.99134000000002)",Private Room,130$,74,3.32,157,3.303403823705968,88.8,2018-07-12
1363,31539570,Beautiful and cozy 2Br with private terrace,7225691.0,"Manhattan, Lower East Side","(40.72278, -73.98902)",Entire place,350$,46,7.89,342,3.6369278234276505,55.2,2018-12-26
1364,5652542,"Spacious, Quiet 1 bdrm on the Park",29279330.0,"Manhattan, Inwood","(40.85991, -73.93193000000002)",Entire place,122$,34,0.68,0,3.049340238862793,40.8,2016-12-23
1365,21306457,Great space,100354001.0,"Queens, Rosedale","(40.6598, -73.73316)",Entire place,65$,76,3.64,65,3.0582468436052888,91.2,2018-12-22
1366,15956155,Only 15 minutes from Manhattan,103605111.0,"Queens, Woodside","(40.74381, -73.89726)",Private Room,45$,36,1.13,52,3.714107052647456,43.2,2018-12-21
1367,12206323,Cozy Apartment in Upper East Side,65639106.0,"Manhattan, East Harlem","(40.78821, -73.94927)",Entire place,155$,2,0.05,0,4.090959199235618,2.4,2015-12-31
1368,11922306,Sunlit bright home.,63623329.0,"Brooklyn, Crown Heights","(40.67832, -73.95128000000003)",Private Room,60$,5,0.13,0,4.64061716238535,6.0,2016-04-06
1369,3628553,1 Bedroom  Apartment close to Northwell & JFK,3552711.0,"Queens, Queens Village","(40.7229, -73.7462)",Entire place,125$,30,0.5,158,3.953426396375569,36.0,2018-09-08
